isl_target,osl_target,isl_actual,osl_actual,n,ttft_p50,ttft_p95,ttft_p99,e2e_p50,e2e_p95,tpot_mean,tpot_cv_pct,itl_p50,itl_p95,itl_p99,itl_max,speed_tok_s,n_itl
130816,128,130816.0,128.0,8,16232.2071,16242.8496,16242.8496,17834.4685,17845.9027,12.717997718253969,0.06014348868805098,12.8427,12.9855,13.1703,14.0852,78.62872931363351,1008
